,track,album,album_cover,artist,sample,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,lyrics
28,Brave New World,Brave New World (2015 Remaster),https://i.scdn.co/image/ab67616d0000b273e1c50403652529dccf16f84c,Iron Maiden,https://p.scdn.co/mp3-preview/44c9f06b4a3d0c93722d989cef0ba5078c5a8e10?cid=b1e13d47b67249bda69ed912bb4f7133,2000,379066,53,0.00651,0.353,0.872,0.000532,0.125,-5.185,0.0596,111.336,4," 
 Dying swans twisted wings 
 Beauty not needed here 
 Lost my love lost my life 
 In this garden of fear 
 I have seen many things in a lifetime alone 
 Mother love is no more 
 Bring this savage back home 
 
 Wilderness house of pain 
 Makes no sense of it all 
 Close this mind dull this brain 
 Messiah before his fall 
 What you see its not real 
 Those who know will not tell 
 All is lost sold your souls 
 To this brave new world 
  
 A brave new world 
 In a brave new world 
 A brave new world 
 In a brave new world 
 In a brave new world 
 A brave new world 
 In a brave new world 
 A brave new world 
 
  
 Dragon Kings dying Queens 
 Where is salvation now? 
 Lost my life lost my dreams 
 Rip the bones from my flesh 
 Silent screams laughing here 
 Dying to tell you the truth 
 You are planned and you are damned 
 In this brave new world 
 
  
 A brave new world 
 In a brave new world 
 A brave new world 
 In a brave new world 
 In a brave new world 
 A brave new world 
 In a brave new world 
 A brave new world A brave new world 
 In a brave new world 
 A brave new world 
 In a brave new world 
 In a brave new world 
 A brave new world 
 In a brave new world 
 A brave new world 
 
  
 Dying Swans twisted wings 
 Bring this savage back home"
29,The Clairvoyant,Seventh Son of a Seventh Son (2015 Remaster),https://i.scdn.co/image/ab67616d0000b2731d7e954fb2f8b98a4cea3eca,Iron Maiden,https://p.scdn.co/mp3-preview/043bfe8ec924adbc9bfacf65a4ccaed0521e34e1?cid=b1e13d47b67249bda69ed912bb4f7133,1988,267293,50,0.0623,0.374,0.944,2.13e-05,0.171,-3.746,0.106,102.195,4," 
 Feel the sweat break on my brow 
 Is it me or is it shadows that are dancing on the walls? 
 Is this a dream or is it now? 
 Is this a vision or normality I see before my eyes? 
 
  
 I wonder why I wonder how 
 That it seems that the powers getting stronger every day 
 I feel a strength an inner fire 
 But Im scared I wont be able to control it anymore 
  
 Theres a time to live and a time to die 
 When its time to meet  the maker 
 Theres a time to live but isnt it strange 
 That as soon as youre born youre dying 
 Theres a time to live and a time to die 
 When its time to meet  the maker 
 Theres a time to live but isnt it strange 
 That as soon as youre born youre dying 
 
  
  
 
  
 Just by looking through your eyes 
 He could see the future penetrating right in through your mind 
 See the truth and see your lies 
 But for all his power couldnt foresee his own demise 
 
  
 Theres a time to live and a time to die 
 When its time to meet  the maker 
 Theres a time to live but isnt it strange 
 That as soon as youre born youre dying 
 Theres a time to live and a time to die 
 When its time to meet the maker 
 Theres a time to live but isnt it strange 
 That as soon as youre born youre dying  
 And be reborn again?"
30,Prowler,Iron Maiden (2015 Remaster),https://i.scdn.co/image/ab67616d0000b2736ac3ed972e1c181cd2ee8d55,Iron Maiden,https://p.scdn.co/mp3-preview/f8ab513b85e75e8fde5ce4ae7bfcc08fd9f8985f?cid=b1e13d47b67249bda69ed912bb4f7133,1980,235400,53,0.000787,0.295,0.934,0.0029,0.482,-5.231,0.0668,96.636,4," 
 Walking through the city 
 Looking oh-so pretty 
 Ive just got to find my way 
 See the ladies flashing 
 All their legs and lashes 
 Ive just got to find my way 
 
  
 Well... you see me crawling through the bushes 
 With it open wide 
 What you seeing girl? 
 Cant you believe that feeling cant you believe it 
 Cant you believe your eyes? 
 Its the real thing girl 
  
 Got me feeling myself and reeling around 
 Got me talking but feel like walking around 
 
  
  
 
  
 Got me feeling myself and reeling 
 Got me talking but nothings with me 
 Got me feeling myself and reeling around 
 
  
 Walking through the city 
 Looking oh-so pretty 
 Ive just got to find my way 
 See the ladies flashing 
 All their legs and lashes 
 Ive just got to find my way 
 
  
 Well... you see me crawling through the bushes 
 With it open wide 
 What you seeing girl? 
 Cant you believe that feeling cant you believe it 
 Cant you believe your eyes? 
 Its the real thing girl  
 Got me feeling myself and reeling around 
 Got me talking but feel like walking around"
31,The Prisoner,The Number of the Beast (2015 Remaster),https://i.scdn.co/image/ab67616d0000b2735c29a88ba5341ca428f0c322,Iron Maiden,https://p.scdn.co/mp3-preview/00ac98c2c4b3eb5896665fd3d01cebc2351b1dc0?cid=b1e13d47b67249bda69ed912bb4f7133,1982,362520,53,0.0128,0.306,0.88,0.653,0.0964,-5.535,0.0485,106.964,4," 
 We want information information information 
 Who are you? 
 The new number two 
 Who is number one? 
 You are number six 
 I am not a number I am a free man 
 
  
 Im on the run I kill to eat 
 And Im starving now feelin dead on my feet 
 Goin all the way Im natures beast 
 Do what I want and do as I please 
 
  
 Run fight to breathe its tough 
 Now you see me haha now you dont 
 Break the walls Im comin out 
 
  
 Not a prisoner Im a free man 
 And my blood is my own now 
 Dont care where the past was 
 I know where Im going out 
 
  
 If you kill me its self-defense 
 But if I kill you then I call it vengeance 
 Spit in your eye I will defy 
 Youll be afraid when I call out your name  
 Run fight to breathe its gonna be tough 
 Now you see me and now you dont 
 Break the walls Im comin out 
 
  
 Not a prisoner Im a free man 
 And my blood is my own now 
 Dont care where the past was 
 I know where Im going 
 Im not a number Im a free man 
 Live my life where I want to 
 Youd better scratch me from your black book 
 Cos Ill run rings around you 
 
  
 
  
 Not a prisoner Im a free man 
 And my blood is my own now 
 Dont care where the past was 
 I know where Im going 
 Im not a number Im a free man 
 Live my life where I want to 
 Youd better scratch me from your black book 
 Cos Ill run rings around you 
 Not a prisoner Im a free man 
 And my blood is my own now 
 Dont care where the past was 
 I know where Im going"
32,Powerslave,Powerslave (2015 Remaster),https://i.scdn.co/image/ab67616d0000b2730335e5389b34f6acfb73a82d,Iron Maiden,https://p.scdn.co/mp3-preview/34d43f6781ab7cae8c209efd4a85ae9e002f06a2?cid=b1e13d47b67249bda69ed912bb4f7133,1984,431520,54,0.0289,0.3,0.974,0.0492,0.242,-5.341,0.104,136.138,4," 
 Into the Abyss Ill fall  the eye of Horus 
 Into the eyes of the night watching me go 
 Green is the cats eye that glows 
 In this Temple 
 Enter the risen Osiris risen again 
 
  
 Tell me why I had to be a Powerslave 
 I dont wanna die Im a god 
 Why cant I live on? 
 When the Life Giver dies 
 All around is laid waste 
 And in my last hour 
 Im a Slave to the Power of Death 
  
 When I was living this lie fear was my game 
 People would worship and fall 
 Drop to their knees 
 So bring me the blood and red wine 
 For the one to succeed me 
 For He is a man and a God 
 And He will die too 
 
  
 Tell me why I had to be a Powerslave 
 I dont wanna die Im a god 
 Why cant I live on? 
 When the Life Giver dies 
 All around is laid waste 
 And in my last hour 
 Im a Slave to the Power of Death 
 
  
  
  
  
 
  
 Now I am cold but a ghost lives in my veins 
 Silent the terror that reigned 
 Marbled in stone 
 A shell of a man god preserved - 
 For a thousand ages 
 But open the gates of my hell 
 Ill strike from the grave  
 Tell me why I had to be a Powerslave 
 I dont wanna die Im a god 
 Why cant I live on? 
 When the Life Giver dies 
 All around is laid waste 
 And in my last hour 
 Im a Slave to the Power of Death 
 
  
 Slave to the Power of Death... 
 Slave to the Power of Death..."
33,Alexander the Great ,Somewhere in Time (2015 Remaster),https://i.scdn.co/image/ab67616d0000b27369059f3685b992f9ce22cd4c,Iron Maiden,https://p.scdn.co/mp3-preview/97fba47de30d2718a6789fa7d9f9429e4ff50eef?cid=b1e13d47b67249bda69ed912bb4f7133,1986,517093,53,0.084,0.454,0.944,0.0119,0.11,-5.003,0.0849,113.321,4,
34,Infinite Dreams,Seventh Son of a Seventh Son (2015 Remaster),https://i.scdn.co/image/ab67616d0000b2731d7e954fb2f8b98a4cea3eca,Iron Maiden,https://p.scdn.co/mp3-preview/38f92411f2187c086fcc0be175f3891df70de5da?cid=b1e13d47b67249bda69ed912bb4f7133,1988,369373,51,0.0269,0.196,0.962,4.39e-05,0.148,-4.533,0.0955,78.783,4," 
 Infinite dreams I cant deny them 
 Infinity is hard to comprehend 
 I couldnt hear those screams 
 Even in my wildest dreams 
 Suffocation waking in a sweat 
 Scared to fall asleep again 
 In case the dream begins again 
 
  
 Someone chasing I cannot move 
 Standing rigid a nightmares statue 
 What a dream when will it end and will I transcend? 
 Restless sleep the minds in turmoil 
 One nightmare ends another fertile 
 Its getting to me so scared to sleep 
 But scared to wake now in too deep 
 
  
 Even though its reached new heights 
 Id rather like the restless nights 
 It makes me wonder makes me think 
 Theres more to this Im on the brink 
 Its not the fear of whats beyond 
 Its just that I might not respond 
 I have an interest almost craving 
 But would I like to get too far in?  
 Cant be all coincidence 
 Too many things are evident 
 You tell me youre an unbeliever 
 Spiritualist? 
 Well me Im neither 
 Wouldnt you like to know the truth 
 Of whats out there to have the proof? 
 And find out just which side youre on 
 Where would you end? 
 In Heaven or in Hell? 
 
  
 Argh Oh 
 
  
 Help me 
 Help me to find my true self without seeing the future 
 Save me 
 Save me from torturing myself even within my dreams ow 
 
  
  
  
 
  
 Theres got to be just more to it than this 
 Or tell me why do we exist 
 Id like to think that when I die 
 Id get a chance another time 
 And to return and live again 
 Reincarnate play the game 
 Again and again and again and again"
35,Where Eagles Dare,Piece of Mind (2015 Remaster),https://i.scdn.co/image/ab67616d0000b2732277d1a849a63c7075ec38ff,Iron Maiden,https://p.scdn.co/mp3-preview/14f36af4e9a11d3d16a42643b9d22e28bc8c32a9?cid=b1e13d47b67249bda69ed912bb4f7133,1983,372760,53,0.0259,0.407,0.965,0.219,0.156,-5.292,0.0944,112.891,3," 
 
  
 Its snowing outside the rumbling sound 
 Of engines roar in the night 
 The mission is near the confident men 
 Are waiting to drop from the sky 
 
  
 The blizzard goes on but still they must fly 
 No one should go where eagles dare 
  
 Bavarian Alps that lay all around 
 They seem to stare from below 
 The enemy lines a long time passed 
 Are lying deep in the snow 
 
  
 Into the night they fall through the sky 
 No one should fly where eagles dare 
 
  
  
 
  
 Theyre closing in the fortress is near 
 Its standing high in the sky 
 The cable cars the only way in 
 Its really impossible to climb 
 
  
 They make their way but maybe too late 
 Theyve got to try to save the day 
 
  
 The panicking cries the roaring of guns 
 Are echoing all round the valley 
 The mission complete they make to escape 
 Away from the eagles nest  
 They dared to go where no one would try 
 They chose to fly where eagles dare"
36,Lost In A Lost World,Senjutsu,https://i.scdn.co/image/ab67616d0000b2739dded020fbe39dc9c3d3122f,Iron Maiden,https://p.scdn.co/mp3-preview/22bf260efed8f9085abf9b92ee5729e4b75254a8?cid=b1e13d47b67249bda69ed912bb4f7133,2021-09-03,571584,51,0.00407,0.251,0.871,0.00751,0.108,-6.414,0.0871,92.975,4," 
 All is not it seems to be on the outside 
 Sometimes what appears to be is a show 
 What shows in the face is only a mirror 
 We all have some better places to go 
 
  
 We dont know just what we have ’til weve lost it 
 Until that time comes and know that its gone 
 So hard to say things that we should have uttered long ago 
 Tear myself away from thoughts in my head 
  
 
  
 The people worshipping the sun 
 And all the children point up to the sky 
 They see the eagle as it floats on the wind 
 And they follow with their spirits high 
 
  
 Buffalo roam on the plain 
 We walk into the flames but dance for rain 
 The hallowed dead in sacred ground the elders 
 And we wash away their sins for them 
 
  
 Feel the spirits of the old ones standing proud upon their race 
 And the testament to ancestors that are never to retrace 
 Burn the flame of innocence as they ride into the sun 
 Thinking now of our forefathers that are lying dead upon 
 Holy ground and sacred earth now 
 Revisit stolen youth 
 
  
 Lost in a lost world 
 Buried on sacred ground 
 Lost in a lost world 
 Lying on sacred ground  
 
  
 
  
 Lost in a lost world 
 Buried on sacred ground 
 Lost in a lost world 
 Lying on sacred ground 
 
  
 Lost in a lost world 
 Standing on sacred ground 
 Lost in a lost world 
 Lying on sacred ground 
 
  
 Will we ever heal our old wounds 
 Like forever darkness worn 
 Fighting for their lives again 
 So come on now don’t be afraid 
 This is where destiny lies 
 Just to let us breathe again 
 Put upon this earth to wander 
 And to walk forever lost With the ashes of our enemies 
 To live among our ghosts 
 Of our past fear nothing 
 Life is but a better path to joy 
 Nowhere to go nowhere to run 
 Our whole nation overrun 
 Itself existence under threat 
 And soon will be none of us left 
 
 Remember names of all our dead now 
 And enemies that fled 
 Reaching for our sky forever free 
 A sadness that is proud 
 As the clouds all drift away now 
 Until we meet again"
37,Stranger in a Strange Land,Somewhere in Time (2015 Remaster),https://i.scdn.co/image/ab67616d0000b27369059f3685b992f9ce22cd4c,Iron Maiden,https://p.scdn.co/mp3-preview/2ea20e421aeb0c14dc0ea43d91b38dc6d4eec20f?cid=b1e13d47b67249bda69ed912bb4f7133,1986,346666,51,0.155,0.286,0.913,0.00102,0.0985,-5.047,0.0662,109.698,4," 
 Was many years ago that I left 
 Home and came this way 
 I was a young man full of hopes and dreams 
 But now it seems to me 
 That all is lost and nothing gained 
 Sometimes things aint what they seem 
 No brave new world no brave new world 
 No brave new world no brave new world 
 
  
 Night and day I scan horizon sea and sky 
 My spirit wanders endlessly 
 Until the day will dawn and friends 
 From home discover why 
 Hear me calling rescue me 
 Set me free set me free 
 Lost in this place and leave no trace 
  
 Stranger in a strange land 
 Land of ice and snow 
 Trapped into this prison yea 
 Lost and far from home 
 
  
 One hundred years have gone 
 And men again they came that way 
 To find the answer to the mystery 
 They found his body lying 
 Where it fell on that day 
 Preserved in time for all to see 
 No brave new world no brave new world 
 Lost in this place and leave no trace 
 
  
 What became of the man that started 
 All are gone and their souls departed 
 Left me here in this place so all alone 
 
  
 Stranger in a strange land 
 Land of ice and snow 
 Trapped inside this prison 
 Lost and far from home  
  
 
  
 What became of the man that started 
 All are gone and their souls departed 
 Left me here in this place so all alone 
 
  
 Stranger in a strange land 
 Land of ice and snow 
 Trapped inside this prison 
 Lost and far from home 
 Stranger in a strange land 
 Land of ice and snow 
 Trapped inside this prison 
 Lost and far from home 
 
  
 Stranger in a strange land 
 Land of ice and snow 
 Trapped inside this prison..."
38,Seventh Son of a Seventh Son,Seventh Son of a Seventh Son (2015 Remaster),https://i.scdn.co/image/ab67616d0000b2731d7e954fb2f8b98a4cea3eca,Iron Maiden,https://p.scdn.co/mp3-preview/7f0af27b2542b3e65e90c305bbfa76574b442aa2?cid=b1e13d47b67249bda69ed912bb4f7133,1988,594080,52,0.164,0.243,0.872,0.0175,0.158,-6.058,0.0523,105.828,4," 
 Here they stand brothers them all 
 All the sons divided theyd fall 
 Here await the birth of the son 
 The seventh the heavenly the chosen one 
 Oh 
 
  
 Here the birth from an unbroken line 
 Born the healer the seventh his time 
 Unknowingly blessed and as his life unfolds 
 Slowly unveiling the power he holds 
 Oh 
  
 Seventh son of a seventh son 
 Seventh son of a seventh son 
 Seventh son of a seventh son 
 Seventh son of a seventh son 
 Seventh son of a seventh son 
 Seventh son of a seventh son 
 Seventh son of a seventh son 
 Seventh son of a seventh son 
 Oh oh 
 
  
 Then they watch the progress he makes 
 The Good and the Evil which path will he take? 
 Both of them trying to manipulate 
 The use of his powers before its too late 
 Oh 
 
  
 Seventh son of a seventh son 
 Seventh son of a seventh son 
 Seventh son of a seventh son 
 Seventh son of a seventh son 
 Seventh son of a seventh son 
 Seventh son of a seventh son 
 Seventh son of a seventh son 
 Seventh son of a seventh son 
 Oh oh oh ohh  
 Today is born the seventh one 
 Born of woman the seventh son 
 And he in turn of a seventh son 
 He has the power to heal 
 He has the gift of the second sight 
 He is the chosen one 
 So it shall be written 
 So it shall be done 
 
  
  
  
  
 "
39,Rime of the Ancient Mariner,Powerslave (2015 Remaster),https://i.scdn.co/image/ab67616d0000b2730335e5389b34f6acfb73a82d,Iron Maiden,https://p.scdn.co/mp3-preview/883b2aaa6f6f16719c8f650b0b14c916fb4099c2?cid=b1e13d47b67249bda69ed912bb4f7133,1984,818693,54,0.0986,0.39,0.932,0.00961,0.322,-6.558,0.0666,112.034,4," 
 Hear the rime of the ancient Mariner 
 See his eye as he stops one of three 
 Mesmerises one of the wedding guests 
 Stay here and listen to the nightmares of the sea 
 
 And the music plays on as the bride passes by 
 Caught by a spell and the Mariner tells his tale 
 
  
 Driven south to the land of the snow and ice 
 To a place where nobodys been 
 Through the snow fog flies on the Albatross 
 Hailed in Gods name hoping good luck it brings 
 And the ship sails on back to the north 
 Through the fog and ice and the Albatross follows on 
 
  
 The Mariner kills the bird of good omen 
 His shipmates cry against what hes done 
 But when the fog clears they justify him 
 And make themselves a part of the crime 
 
  
 Sailing on and on and north across the sea 
 Sailing on and on and north til all is calm 
 
  
 The Albatross begins with its vengeance 
 A terrible curse  a thirst has begun 
 His shipmates blame bad luck on the Mariner 
 About his neck the dead bird is hung 
 
  
 And the curse goes on and on and on at sea 
 And the thirst goes on and on for them and me 
 
  
 ""Day after day day after day 
 We stuck nor breath nor motion 
 As idle as a painted ship upon a painted ocean 
 Water water everywhere and all the boards did shrink 
 Water water everywhere nor any drop to drink""  
 
  
 ""There"" calls the Mariner ""There comes a ship o’er the line 
 But how can she sail with no wind in her sails and no tide?"" 
 See onward she comes 
 Onward she nears out of the sun 
 See she has no crew 
 She has no life wait but theres two 
 
  
 Death and she Life-in-Death 
 They throw their dice for the crew 
 She wins the Mariner and he belongs to her now 
 Then crew one by one 
 They drop down dead two hundred men 
 She she Life-in-Death 
 She lets him live her chosen one 
 
  
 
  
 
  
 ""One after one by the star-dogged Moon 
 Too quick for groan or sigh 
 Each turned his face with a ghastly pang 
 And cursed me with his eye 
 Four times fifty living men 
 And I heard nor sigh nor groan 
 With heavy thump a lifeless lump 
 They dropped down one by one.""  
 
  
 The curse it lives on in their eyes 
 The Mariner he wished hed die 
 Along with the sea creatures 
 But they lived on so did he 
 
  
 And by the light of the Moon 
 He prays for their beauty not doom 
 With heart he blesses them 
 Gods creatures all of them too 
 
  
 Then the spell starts to break 
 The Albatross falls from his neck 
 Sinks down like lead into the sea 
 Then down in falls comes the rain Hahahaha 
 
  
 
  
 
  
 
  
 Hear the groans of the long-dead seamen 
 See them stir and they start to rise 
 Bodies lifted by good spirits 
 None of them speak and theyre lifeless in their eyes 
 
 And revenge still is sought penance starts again 
 Cast into a trance and the nightmare carries on 
 
  
 Now the curse is finally lifted 
 And the Mariner sights his home 
 Spirits go from the long-dead bodies 
 Form their own light and the Mariners left alone 
 
  
 And then a boat came sailing towards him 
 It was a joy he could not believe 
 The Pilots boat his son and the Hermit 
 Penance of life will fall onto him 
 
  
 And the ship it sinks like lead into the sea 
 And the Hermit shrieves the Mariner of his sins 
 
  
 The Mariners bound to tell of his story 
 To tell this tale wherever he goes 
 To teach Gods word by his own example 
 That we must love all things that God made 
 
  
 And the Wedding guests a sad and wiser man 
 And the tale goes on and on and on and on"
40,Ghost of the Navigator,Brave New World (2015 Remaster),https://i.scdn.co/image/ab67616d0000b273e1c50403652529dccf16f84c,Iron Maiden,https://p.scdn.co/mp3-preview/6fdd78eb6181f886dea8083de174b126bc6cc7d0?cid=b1e13d47b67249bda69ed912bb4f7133,2000,410026,50,0.00114,0.282,0.942,2.77e-05,0.0875,-4.904,0.092,107.992,4," 
 I have sailed to many lands 
 Now I make my final journey 
 On the bow I stand 
 West is where I go 
 Through the night I plough 
 Still my heart calculate and pray 
 As the compass swings my will is strong 
 I will not be led astray 
 
  
 Mysteries of time clouds that hide the sun 
 But I know but I know but I know 
  
 I see the ghosts of navigators but they are lost 
 As they sail into the sunset theyll count the cost 
 As their skeletons accusing emerge from the sea 
 The sirens of the rocks they beckon me 
 
  
 Take my heart and set it free 
 Carried forward by the waves 
 Nowhere left to run navigators son 
 Chasing rainbows all my days 
 
 Where I go I do not know 
 I only know the place Ive been 
 Dreams they come and go ever shall be so 
 Nothings real until you feel 
 
  
 I steer between the crashing rocks 
 The sirens call my name 
 Lash my hands onto the helm 
 Blood surging with the strain 
 I will not fail now 
 As sunrise comes the darkness left behind 
 For eternity I follow on there is no other way  
 Mysteries of time clouds that hide the sun 
 But I know but I know but I know 
 
  
 I see the ghosts of navigators but they are lost 
 As they sail into the sunset theyll count the cost 
 As their skeletons accusing emerge from the sea 
 The sirens of the rocks they beckon me 
 
  
 Take my heart and set it free 
 Carried forward by the waves 
 Nowhere left to run navigators son 
 Chasing rainbows all my days 
 
 Where I go I do not know 
 I only know the place Ive been 
 Dreams they come and go ever shall be so 
 Nothings real until you feel 
 
  
 I see the ghosts of navigators but they are lost 
 As they sail into the sunset theyll count the cost 
 As their skeletons accusing emerge from the sea 
 The sirens of the rocks they beckon me  
 Take my heart and set it free 
 Carried forward by the waves 
 Nowhere left to run navigators son 
 Chasing rainbows all my days 
 
 Where I go I do not know 
 I only know the place Ive been 
 Dreams they come and go ever shall be so 
 Nothings real until you feel"
41,Bring Your Daughter... to the Slaughter,No Prayer for the Dying (2015 Remaster),https://i.scdn.co/image/ab67616d0000b27337d6c7256ef1dbb3c57a9480,Iron Maiden,https://p.scdn.co/mp3-preview/00e918d55aa1f4973747d1528b8b3826225ab006?cid=b1e13d47b67249bda69ed912bb4f7133,1990-10-01,283693,51,0.0282,0.281,0.916,3.16e-06,0.157,-4.676,0.0655,146.645,4,
42,The Time Machine,Senjutsu,https://i.scdn.co/image/ab67616d0000b2739dded020fbe39dc9c3d3122f,Iron Maiden,https://p.scdn.co/mp3-preview/3aaa249cb31029697fe6aa6d3086155525b83ef2?cid=b1e13d47b67249bda69ed912bb4f7133,2021-09-03,429443,49,0.00654,0.297,0.889,0.000211,0.118,-5.287,0.0607,116.65,4," 
 Put to the sword by an impish whim 
 Follow me now to a place we begin 
 Wrought with no anger wrought with no fear 
 Devilish children playing here 
 Hidden in silence below barren waste 
 Confusion hunger am I still awake? 
 
  
 Have I ever told you about my time machine 
 Sit you down Ill tell you everywhere Ive been 
 I have lived a long life life extraordinaire 
 Let me tell you about it let me take you there 
 Does it really matter its all in the mind 
 Let me tell you about it listen what youll find 
  
 I am not a preacher I am but a man 
 You cannot imagine what Ive seen and done 
 
  
 I have lived a long life I have seen the world 
 I could tell you stories hair will stand on end 
 Stand among the steeples stand upon the walls 
 I have seen a gods face I have no disgrace 
 I have seen the gods cry howling in the wind 
 Where do I get started when can I begin 
 
  
 I am not a preacher I am but a man 
 You cannot imagine what Ive seen and done 
 
  
 Sleep with a light that is dark to my eyes 
 Father and sons give me all of your lies 
 The brutal truth that is never a lie 
 Full moon is out as you look to the sky 
 
  
 
  
 I am not a preacher I am but a man 
 You cannot imagine what Ive seen and done  
 
  
 Open your heart and Ill open your soul 
 Even in quieter moments I know 
 
  
 I am not a preacher I am but a man 
 You cannot imagine what Ive seen and done 
 
  
 Eerie collection darkness is there 
 Wedded to danger betrothed to despair"
43,Flash of the Blade,Powerslave (2015 Remaster),https://i.scdn.co/image/ab67616d0000b2730335e5389b34f6acfb73a82d,Iron Maiden,https://p.scdn.co/mp3-preview/8498f109d94d8f6636f28a281939d5bf68fd4108?cid=b1e13d47b67249bda69ed912bb4f7133,1984,245573,50,0.00854,0.392,0.963,0.00234,0.228,-4.826,0.0469,110.695,4," 
 As a young boy chasing dragons 
 With your wooden sword so mighty 
 Youre St. George or youre David and you always killed the beast 
 Times change very quickly and you had to grow up early 
 A house in smoking ruins and the bodies at your feet 
 
  
 You die as you lived in a flash of the blade 
 In a corner forgotten by no one 
 You lived for the touch for the feel of the steel 
 One man and his honour 
  
 The smell of resined leather the steely iron mask 
 As you cut and thrust and parried at the fencing masters call 
 He taught you all he ever knew to fear no mortal man 
 And now youll wreak your vengeance in the screams of evil men 
 
  
 You die as you lived in a flash of the blade 
 In a corner forgotten by no one 
 You lived for the touch for the feel of the steel 
 One man and his honour 
 
  
 
  
 You die as you lived in a flash of the blade 
 In a corner forgotten by no one 
 You lived for the touch for the feel of the steel 
 One man and his honour 
 You die as you lived in a flash of the blade 
 In a corner forgotten by no one 
 You lived for the touch for the feel of the steel 
 One man and his honour"
44,Transylvania,Iron Maiden (2015 Remaster),https://i.scdn.co/image/ab67616d0000b2736ac3ed972e1c181cd2ee8d55,Iron Maiden,https://p.scdn.co/mp3-preview/67bf04befef9985ce23d52613c4ca781a925d50c?cid=b1e13d47b67249bda69ed912bb4f7133,1980,244853,51,0.000927,0.221,0.983,0.971,0.881,-3.204,0.15,107.26,4," 
  
  
 
 "
45,Moonchild,Seventh Son of a Seventh Son (2015 Remaster),https://i.scdn.co/image/ab67616d0000b2731d7e954fb2f8b98a4cea3eca,Iron Maiden,https://p.scdn.co/mp3-preview/b18d07fb20170d747d1803bccf98437c9a98c1f6?cid=b1e13d47b67249bda69ed912bb4f7133,1988,340573,50,0.0716,0.266,0.96,2.84e-06,0.232,-5.108,0.188,129.706,4," 
 Seven deadly sins 
 Seven ways to win 
 Seven holy paths to Hell 
 And your trip begins 
 Seven downward slopes 
 Seven bloodied hopes 
 Seven are your burning fires 
 Seven your desires 
 
  
  
 I am he the bornless one 
 The fallen angel watching you 
 Babylon the scarlet whore 
 Ill infiltrate your gratitude 
 Dont you dare to save your son 
 Kill him now and save the young ones 
 Be the mother of a birth strangled babe 
 Be the devils own Lucifers my name 
 
  
 Moonchild hear the mandrake scream 
 Moonchild open the seventh seal 
 
  
 I count the heads of those unborn 
 The accursed ones Ill find them all 
 And if you die by your own hand 
 As a suicide you shall be damned 
 And if you try to save your soul 
 I will torment you you shall not grow old 
 With every second and passing breath 
 Youll be so alone your soul will bleed to death 
 
  
 Moonchild hear the mandrake scream 
 Moonchild open the seventh seal 
 Moonchild youll be mine soon child 
 Moonchild take my hand tonight  
 The twins they are exhausted seven is this night 
 Gemini is rising as the red lips kiss to bite 
 Seven angels seven demons battle for his soul 
 When Gabriel lies sleeping this child was born to die 
 
  
  
  
 
  
 One more dies and one more lives 
 One baby cries one mother grieves 
 For all the sins you will commit 
 Youll beg forgiveness and none Ill give 
 A web of fear shall be your coat 
 To clothe you in the night 
 A lucky escape for you young man 
 But I see you damned in endless night 
 
  
 Moonchild hear the mandrake scream 
 Moonchild open the seventh seal 
 Moonchild youll be mine soon child 
 Moonchild take my hand tonight  
 Ah-ha-ha-ha-ha-ha-ha-ha-ha-ha 
 Ah-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha 
 Yah-ha-ha-ha-ha-ha-ha"
46,Killers,Killers (2015 Remaster),https://i.scdn.co/image/ab67616d0000b273450ea0598665b1fb85c472d0,Iron Maiden,https://p.scdn.co/mp3-preview/5f314fb8adaa38d241fbc9f12e480ce514ec62a5?cid=b1e13d47b67249bda69ed912bb4f7133,1981,301666,51,0.00547,0.219,0.939,0.00149,0.0529,-5.333,0.0935,83.739,4," 
 Oh yeah Yeah 
 Ow Yeah 
 Oh yeah 
 Ow Yeah 
 Ooh look out 
 
  
 You walk through the subway his eyes burn a hole in your back 
 A footstep behind you he lunges prepared for attack 
 Scream for mercy he laughs as hes watching you bleed 
 Killer behind you his blood lust defies all his needs 
  
 My innocent victims are slaughtered with wrath and despise 
 The mocking religion of hatred that burns in the night 
 I have no one Im bound to destroy all this greed 
 A voice inside me compelling to satisfy me  ahahahahaha 
 
  
 I can see what a lifes meant to be 
 And youll never know how I came to forsee see see ahahaha 
 
  
 
  
 
  
 My faith in believing is stronger than lifelines and ties 
 With the glimmer of metal my moment is ready to strike 
 The death call arises a scream breaks the still of the night 
 Another tomorrow remember to walk in the light 
 I have found you and now there is no place to run 
 Excitement shakes me oh God help me what have I done? 
 Ohh yeah Ive done it again 
 
  
 You walk through the subway my eyes burn a hole in your back 
 A footstep behind you he lunges prepared for attack 
 Scream for mercy he laughs as hes watching you bleed 
 Killer behind you my blood lust defies all my needs 
 Ooh look out Im coming for you 
 Hahahahahahaha  
 O-oh"
