"","GS","ganancia_peso"
"2895","26",131.01
"2896","26",131.09
"2897","26",131.35
"2898","23",131.39
"2899","23",131.39
"2900","23",131.43
"2901","26",131.47
"2902","20",131.75
"2903","23",131.78
"2904","23",131.86
"2905","23",132
"2906","23",132.05
"2907","23",132.71
"2908","30",132.78
"2909","26",132.86
"2910","26",133.04
"2911","23",133.11
"2912","23",133.26
"2913","23",133.58
"2914","23",133.86
"2915","23",134.14
"2916","23",134.2
"2917","26",134.39
"2918","23",135.32
"2919","23",135.52
"2920","26",135.6
"2921","26",135.84
"2922","26",136
"2923","23",136.61
"2924","23",136.78
"2925","23",136.78
"2926","26",137.06
"2927","26",137.09
"2928","23",137.12
"2929","30",137.15
"2930","23",137.26
"2931","23",137.66
"2932","26",137.96
"2933","23",138.48
"2934","26",138.83
"2935","23",139.38
"2936","26",139.49
"2937","23",139.96
"2938","30",140.08
"2939","26",140.24
"2940","30",140.5
"2941","26",140.56
"2942","30",140.68
"2943","23",140.68
"2944","26",140.97
"2945","26",141.17
"2946","26",141.38
"2947","30",141.79
"2948","26",141.93
"2949","26",141.99
"2950","23",142.4
"2951","26",142.53
"2952","23",142.92
"2953","23",142.97
"2954","26",143.13
"2955","30",143.25
"2956","26",143.88
"2957","30",144.07
"2958","26",144.68
"2959","26",145.12
"2960","26",145.33
"2961","26",145.53
"2962","30",145.59
"2963","26",146.41
"2964","26",147.06
"2965","26",148
"2966","26",148.39
"2967","26",148.45
"2968","26",149.56
"2969","26",149.91
"2970","30",150.83
"2971","26",151.17
"2972","30",152.87
"2973","30",152.92
"2974","30",153.2
"2975","30",154
"2976","30",154.9
"2977","30",154.94
"2978","30",155.61
"2979","26",155.82
"2980","30",155.86
"2981","30",155.89
"2982","30",156.63
"2983","30",156.67
"2984","30",156.82
"2985","30",156.88
"2986","30",156.92
"2987","30",157.69
"2988","30",158.87
"2989","30",163.32
"2990","30",165.33
"2991","30",165.92
"2992","30",166.65
"2993","30",168.09
"2994","30",169.86
"2995","30",171.05
"2996","30",172.3
